seed,review_ticks,policy,tick,eligible_count,selected,search_greedy_disagreement,search_edf_disagreement,choice_fcfs,choice_uncertainty,choice_myopic,choice_greedy,choice_edf,choice_delay
306,1,myopic,0,3,a1j0,True,False,a0j0,a2j0,a1j0,a1j0,a0j0,a0j0
306,1,myopic,1,2,a0j0,False,False,a0j0,a2j0,a0j0,a0j0,a0j0,a0j0
306,1,myopic,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
306,1,myopic,3,0,,False,False,,,,,,
306,1,myopic,4,0,,False,False,,,,,,
306,1,myopic,5,0,,False,False,,,,,,
306,1,myopic,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a1j1,a0j1
306,1,myopic,7,2,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
306,1,myopic,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
306,1,myopic,9,0,,False,False,,,,,,
306,1,myopic,10,0,,False,False,,,,,,
306,1,myopic,11,0,,False,False,,,,,,
306,1,greedy,0,3,a1j0,True,False,a0j0,a2j0,a1j0,a1j0,a0j0,a0j0
306,1,greedy,1,2,a0j0,False,False,a0j0,a2j0,a0j0,a0j0,a0j0,a0j0
306,1,greedy,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
306,1,greedy,3,0,,False,False,,,,,,
306,1,greedy,4,0,,False,False,,,,,,
306,1,greedy,5,0,,False,False,,,,,,
306,1,greedy,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a1j1,a0j1
306,1,greedy,7,2,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
306,1,greedy,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
306,1,greedy,9,0,,False,False,,,,,,
306,1,greedy,10,0,,False,False,,,,,,
306,1,greedy,11,0,,False,False,,,,,,
306,1,edf,0,3,a0j0,True,False,a0j0,a2j0,a1j0,a1j0,a0j0,a0j0
306,1,edf,1,2,a1j0,False,False,a1j0,a2j0,a1j0,a1j0,a1j0,a1j0
306,1,edf,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
306,1,edf,3,0,,False,False,,,,,,
306,1,edf,4,0,,False,False,,,,,,
306,1,edf,5,0,,False,False,,,,,,
306,1,edf,6,3,a1j1,False,True,a0j1,a0j1,a0j1,a0j1,a1j1,a0j1
306,1,edf,7,2,a2j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
306,1,edf,8,1,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
306,1,edf,9,0,,False,False,,,,,,
306,1,edf,10,0,,False,False,,,,,,
306,1,edf,11,0,,False,False,,,,,,
306,1,delay,0,3,a0j0,True,False,a0j0,a2j0,a1j0,a1j0,a0j0,a0j0
306,1,delay,1,2,a1j0,False,False,a1j0,a2j0,a1j0,a1j0,a1j0,a1j0
306,1,delay,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
306,1,delay,3,0,,False,False,,,,,,
306,1,delay,4,0,,False,False,,,,,,
306,1,delay,5,0,,False,False,,,,,,
306,1,delay,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a1j1,a0j1
306,1,delay,7,2,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
306,1,delay,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
306,1,delay,9,0,,False,False,,,,,,
306,1,delay,10,0,,False,False,,,,,,
306,1,delay,11,0,,False,False,,,,,,
306,2,uncertainty,0,3,a2j0,True,False,a0j0,a2j0,a1j0,a1j0,a0j0,a0j0
306,2,uncertainty,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
306,2,uncertainty,4,0,,False,False,,,,,,
306,2,uncertainty,5,0,,False,False,,,,,,
306,2,uncertainty,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
306,2,uncertainty,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
306,2,uncertainty,10,0,,False,False,,,,,,
306,2,uncertainty,11,0,,False,False,,,,,,
306,2,myopic,0,3,a1j0,True,False,a0j0,a2j0,a1j0,a1j0,a0j0,a0j0
306,2,myopic,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
306,2,myopic,4,0,,False,False,,,,,,
306,2,myopic,5,0,,False,False,,,,,,
306,2,myopic,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
306,2,myopic,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
306,2,myopic,10,0,,False,False,,,,,,
306,2,myopic,11,0,,False,False,,,,,,
306,2,greedy,0,3,a1j0,True,False,a0j0,a2j0,a1j0,a1j0,a0j0,a0j0
306,2,greedy,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
306,2,greedy,4,0,,False,False,,,,,,
306,2,greedy,5,0,,False,False,,,,,,
306,2,greedy,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
306,2,greedy,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
306,2,greedy,10,0,,False,False,,,,,,
306,2,greedy,11,0,,False,False,,,,,,
306,2,edf,0,3,a0j0,True,False,a0j0,a2j0,a1j0,a1j0,a0j0,a0j0
306,2,edf,2,2,a1j0,False,False,a1j0,a2j0,a1j0,a1j0,a1j0,a1j0
306,2,edf,4,0,,False,False,,,,,,
306,2,edf,5,0,,False,False,,,,,,
306,2,edf,6,3,a1j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
306,2,edf,8,2,a2j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
306,2,edf,10,0,,False,False,,,,,,
306,2,edf,11,0,,False,False,,,,,,
306,2,delay,0,3,a0j0,True,False,a0j0,a2j0,a1j0,a1j0,a0j0,a0j0
306,2,delay,2,2,a1j0,False,False,a1j0,a2j0,a1j0,a1j0,a1j0,a1j0
306,2,delay,4,0,,False,False,,,,,,
306,2,delay,5,0,,False,False,,,,,,
306,2,delay,6,3,a1j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
306,2,delay,8,2,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
306,2,delay,10,0,,False,False,,,,,,
306,2,delay,11,0,,False,False,,,,,,
306,2,fcfs,0,3,a0j0,True,False,a0j0,a2j0,a1j0,a1j0,a0j0,a0j0
306,2,fcfs,2,2,a1j0,False,False,a1j0,a2j0,a1j0,a1j0,a1j0,a1j0
306,2,fcfs,4,0,,False,False,,,,,,
306,2,fcfs,5,0,,False,False,,,,,,
306,2,fcfs,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
306,2,fcfs,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
306,2,fcfs,10,0,,False,False,,,,,,
306,2,fcfs,11,0,,False,False,,,,,,
307,2,myopic,0,3,a2j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,2,myopic,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
307,2,myopic,4,0,,False,False,,,,,,
307,2,myopic,5,0,,False,False,,,,,,
307,2,myopic,6,3,a1j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,2,myopic,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
307,2,myopic,10,0,,False,False,,,,,,
307,2,myopic,11,0,,False,False,,,,,,
307,2,greedy,0,3,a2j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,2,greedy,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
307,2,greedy,4,0,,False,False,,,,,,
307,2,greedy,5,0,,False,False,,,,,,
307,2,greedy,6,3,a1j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,2,greedy,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
307,2,greedy,10,0,,False,False,,,,,,
307,2,greedy,11,0,,False,False,,,,,,
307,2,edf,0,3,a1j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,2,edf,2,2,a0j0,False,True,a0j0,a0j0,a2j0,a2j0,a0j0,a2j0
307,2,edf,4,0,,False,False,,,,,,
307,2,edf,5,0,,False,False,,,,,,
307,2,edf,6,3,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,2,edf,8,2,a2j1,False,True,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
307,2,edf,10,0,,False,False,,,,,,
307,2,edf,11,0,,False,False,,,,,,
307,2,delay,0,3,a1j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,2,delay,2,2,a2j0,False,True,a0j0,a0j0,a2j0,a2j0,a0j0,a2j0
307,2,delay,4,0,,False,False,,,,,,
307,2,delay,5,0,,False,False,,,,,,
307,2,delay,6,3,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,2,delay,8,2,a1j1,False,True,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
307,2,delay,10,0,,False,False,,,,,,
307,2,delay,11,0,,False,False,,,,,,
307,2,fcfs,0,3,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,2,fcfs,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
307,2,fcfs,4,0,,False,False,,,,,,
307,2,fcfs,5,0,,False,False,,,,,,
307,2,fcfs,6,3,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,2,fcfs,8,2,a1j1,False,True,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
307,2,fcfs,10,0,,False,False,,,,,,
307,2,fcfs,11,0,,False,False,,,,,,
307,2,uncertainty,0,3,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,2,uncertainty,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
307,2,uncertainty,4,0,,False,False,,,,,,
307,2,uncertainty,5,0,,False,False,,,,,,
307,2,uncertainty,6,3,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,2,uncertainty,8,2,a1j1,False,True,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
307,2,uncertainty,10,0,,False,False,,,,,,
307,2,uncertainty,11,0,,False,False,,,,,,
307,1,greedy,0,3,a2j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,1,greedy,1,2,a1j0,False,False,a0j0,a0j0,a1j0,a1j0,a1j0,a1j0
307,1,greedy,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
307,1,greedy,3,0,,False,False,,,,,,
307,1,greedy,4,0,,False,False,,,,,,
307,1,greedy,5,0,,False,False,,,,,,
307,1,greedy,6,3,a1j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,1,greedy,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
307,1,greedy,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
307,1,greedy,9,0,,False,False,,,,,,
307,1,greedy,10,0,,False,False,,,,,,
307,1,greedy,11,0,,False,False,,,,,,
307,1,edf,0,3,a1j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,1,edf,1,2,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a0j0,a0j0
307,1,edf,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
307,1,edf,3,0,,False,False,,,,,,
307,1,edf,4,0,,False,False,,,,,,
307,1,edf,5,0,,False,False,,,,,,
307,1,edf,6,3,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,1,edf,7,2,a2j1,False,True,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
307,1,edf,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
307,1,edf,9,0,,False,False,,,,,,
307,1,edf,10,0,,False,False,,,,,,
307,1,edf,11,0,,False,False,,,,,,
307,1,delay,0,3,a1j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,1,delay,1,2,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a0j0,a0j0
307,1,delay,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
307,1,delay,3,0,,False,False,,,,,,
307,1,delay,4,0,,False,False,,,,,,
307,1,delay,5,0,,False,False,,,,,,
307,1,delay,6,3,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,1,delay,7,2,a1j1,False,True,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
307,1,delay,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
307,1,delay,9,0,,False,False,,,,,,
307,1,delay,10,0,,False,False,,,,,,
307,1,delay,11,0,,False,False,,,,,,
307,1,fcfs,0,3,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,1,fcfs,1,2,a1j0,True,False,a1j0,a1j0,a2j0,a2j0,a1j0,a1j0
307,1,fcfs,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
307,1,fcfs,3,0,,False,False,,,,,,
307,1,fcfs,4,0,,False,False,,,,,,
307,1,fcfs,5,0,,False,False,,,,,,
307,1,fcfs,6,3,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,1,fcfs,7,2,a1j1,False,True,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
307,1,fcfs,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
307,1,fcfs,9,0,,False,False,,,,,,
307,1,fcfs,10,0,,False,False,,,,,,
307,1,fcfs,11,0,,False,False,,,,,,
307,1,uncertainty,0,3,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,1,uncertainty,1,2,a1j0,True,False,a1j0,a1j0,a2j0,a2j0,a1j0,a1j0
307,1,uncertainty,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
307,1,uncertainty,3,0,,False,False,,,,,,
307,1,uncertainty,4,0,,False,False,,,,,,
307,1,uncertainty,5,0,,False,False,,,,,,
307,1,uncertainty,6,3,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,1,uncertainty,7,2,a1j1,False,True,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
307,1,uncertainty,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
307,1,uncertainty,9,0,,False,False,,,,,,
307,1,uncertainty,10,0,,False,False,,,,,,
307,1,uncertainty,11,0,,False,False,,,,,,
307,1,myopic,0,3,a2j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
307,1,myopic,1,2,a1j0,False,False,a0j0,a0j0,a1j0,a1j0,a1j0,a1j0
307,1,myopic,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
307,1,myopic,3,0,,False,False,,,,,,
307,1,myopic,4,0,,False,False,,,,,,
307,1,myopic,5,0,,False,False,,,,,,
307,1,myopic,6,3,a1j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
307,1,myopic,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
307,1,myopic,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
307,1,myopic,9,0,,False,False,,,,,,
307,1,myopic,10,0,,False,False,,,,,,
307,1,myopic,11,0,,False,False,,,,,,
308,1,edf,0,3,a2j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
308,1,edf,1,2,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
308,1,edf,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
308,1,edf,3,0,,False,False,,,,,,
308,1,edf,4,0,,False,False,,,,,,
308,1,edf,5,0,,False,False,,,,,,
308,1,edf,6,3,a2j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
308,1,edf,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
308,1,edf,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
308,1,edf,9,0,,False,False,,,,,,
308,1,edf,10,0,,False,False,,,,,,
308,1,edf,11,0,,False,False,,,,,,
308,1,delay,0,3,a0j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
308,1,delay,1,2,a2j0,False,False,a1j0,a1j0,a2j0,a2j0,a2j0,a2j0
308,1,delay,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
308,1,delay,3,0,,False,False,,,,,,
308,1,delay,4,0,,False,False,,,,,,
308,1,delay,5,0,,False,False,,,,,,
308,1,delay,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
308,1,delay,7,2,a2j1,False,False,a1j1,a1j1,a2j1,a2j1,a2j1,a2j1
308,1,delay,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
308,1,delay,9,0,,False,False,,,,,,
308,1,delay,10,0,,False,False,,,,,,
308,1,delay,11,0,,False,False,,,,,,
308,1,fcfs,0,3,a0j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
308,1,fcfs,1,2,a1j0,False,False,a1j0,a1j0,a2j0,a2j0,a2j0,a2j0
308,1,fcfs,2,0,,False,False,,,,,,
308,1,fcfs,3,0,,False,False,,,,,,
308,1,fcfs,4,0,,False,False,,,,,,
308,1,fcfs,5,0,,False,False,,,,,,
308,1,fcfs,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
308,1,fcfs,7,2,a1j1,False,False,a1j1,a1j1,a2j1,a2j1,a2j1,a2j1
308,1,fcfs,8,0,,False,False,,,,,,
308,1,fcfs,9,0,,False,False,,,,,,
308,1,fcfs,10,0,,False,False,,,,,,
308,1,fcfs,11,0,,False,False,,,,,,
308,1,uncertainty,0,3,a0j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
308,1,uncertainty,1,2,a1j0,False,False,a1j0,a1j0,a2j0,a2j0,a2j0,a2j0
308,1,uncertainty,2,0,,False,False,,,,,,
308,1,uncertainty,3,0,,False,False,,,,,,
308,1,uncertainty,4,0,,False,False,,,,,,
308,1,uncertainty,5,0,,False,False,,,,,,
308,1,uncertainty,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
308,1,uncertainty,7,2,a1j1,False,False,a1j1,a1j1,a2j1,a2j1,a2j1,a2j1
308,1,uncertainty,8,0,,False,False,,,,,,
308,1,uncertainty,9,0,,False,False,,,,,,
308,1,uncertainty,10,0,,False,False,,,,,,
308,1,uncertainty,11,0,,False,False,,,,,,
308,1,myopic,0,3,a0j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
308,1,myopic,1,2,a2j0,False,False,a1j0,a1j0,a2j0,a2j0,a2j0,a2j0
308,1,myopic,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
308,1,myopic,3,0,,False,False,,,,,,
308,1,myopic,4,0,,False,False,,,,,,
308,1,myopic,5,0,,False,False,,,,,,
308,1,myopic,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
308,1,myopic,7,2,a2j1,False,False,a1j1,a1j1,a2j1,a2j1,a2j1,a2j1
308,1,myopic,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
308,1,myopic,9,0,,False,False,,,,,,
308,1,myopic,10,0,,False,False,,,,,,
308,1,myopic,11,0,,False,False,,,,,,
308,1,greedy,0,3,a0j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
308,1,greedy,1,2,a2j0,False,False,a1j0,a1j0,a2j0,a2j0,a2j0,a2j0
308,1,greedy,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
308,1,greedy,3,0,,False,False,,,,,,
308,1,greedy,4,0,,False,False,,,,,,
308,1,greedy,5,0,,False,False,,,,,,
308,1,greedy,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
308,1,greedy,7,2,a2j1,False,False,a1j1,a1j1,a2j1,a2j1,a2j1,a2j1
308,1,greedy,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
308,1,greedy,9,0,,False,False,,,,,,
308,1,greedy,10,0,,False,False,,,,,,
308,1,greedy,11,0,,False,False,,,,,,
308,2,delay,0,3,a2j0,True,False,a0j0,a0j0,a0j0,a0j0,a2j0,a2j0
308,2,delay,2,2,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
308,2,delay,4,0,,False,False,,,,,,
308,2,delay,5,0,,False,False,,,,,,
308,2,delay,6,3,a2j1,True,False,a0j1,a0j1,a0j1,a0j1,a2j1,a2j1
308,2,delay,8,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
308,2,delay,10,0,,False,False,,,,,,
308,2,delay,11,0,,False,False,,,,,,
308,2,fcfs,0,3,a0j0,True,False,a0j0,a0j0,a0j0,a0j0,a2j0,a2j0
308,2,fcfs,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
308,2,fcfs,4,0,,False,False,,,,,,
308,2,fcfs,5,0,,False,False,,,,,,
308,2,fcfs,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a2j1,a2j1
308,2,fcfs,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
308,2,fcfs,10,0,,False,False,,,,,,
308,2,fcfs,11,0,,False,False,,,,,,
308,2,uncertainty,0,3,a0j0,True,False,a0j0,a0j0,a0j0,a0j0,a2j0,a2j0
308,2,uncertainty,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
308,2,uncertainty,4,0,,False,False,,,,,,
308,2,uncertainty,5,0,,False,False,,,,,,
308,2,uncertainty,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a2j1,a2j1
308,2,uncertainty,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
308,2,uncertainty,10,0,,False,False,,,,,,
308,2,uncertainty,11,0,,False,False,,,,,,
308,2,myopic,0,3,a0j0,True,False,a0j0,a0j0,a0j0,a0j0,a2j0,a2j0
308,2,myopic,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
308,2,myopic,4,0,,False,False,,,,,,
308,2,myopic,5,0,,False,False,,,,,,
308,2,myopic,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a2j1,a2j1
308,2,myopic,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
308,2,myopic,10,0,,False,False,,,,,,
308,2,myopic,11,0,,False,False,,,,,,
308,2,greedy,0,3,a0j0,True,False,a0j0,a0j0,a0j0,a0j0,a2j0,a2j0
308,2,greedy,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
308,2,greedy,4,0,,False,False,,,,,,
308,2,greedy,5,0,,False,False,,,,,,
308,2,greedy,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a2j1,a2j1
308,2,greedy,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
308,2,greedy,10,0,,False,False,,,,,,
308,2,greedy,11,0,,False,False,,,,,,
308,2,edf,0,3,a2j0,True,False,a0j0,a0j0,a0j0,a0j0,a2j0,a2j0
308,2,edf,2,2,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
308,2,edf,4,0,,False,False,,,,,,
308,2,edf,5,0,,False,False,,,,,,
308,2,edf,6,3,a2j1,True,False,a0j1,a0j1,a0j1,a0j1,a2j1,a2j1
308,2,edf,8,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
308,2,edf,10,0,,False,False,,,,,,
308,2,edf,11,0,,False,False,,,,,,
309,2,fcfs,0,3,a0j0,False,False,a0j0,a0j0,a2j0,a2j0,a2j0,a2j0
309,2,fcfs,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
309,2,fcfs,4,0,,False,False,,,,,,
309,2,fcfs,5,0,,False,False,,,,,,
309,2,fcfs,6,3,a0j1,False,True,a0j1,a2j1,a0j1,a0j1,a2j1,a0j1
309,2,fcfs,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
309,2,fcfs,10,0,,False,False,,,,,,
309,2,fcfs,11,0,,False,False,,,,,,
309,2,uncertainty,0,3,a0j0,False,False,a0j0,a0j0,a2j0,a2j0,a2j0,a2j0
309,2,uncertainty,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
309,2,uncertainty,4,0,,False,False,,,,,,
309,2,uncertainty,5,0,,False,False,,,,,,
309,2,uncertainty,6,3,a2j1,False,True,a0j1,a2j1,a0j1,a0j1,a2j1,a0j1
309,2,uncertainty,8,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
309,2,uncertainty,10,0,,False,False,,,,,,
309,2,uncertainty,11,0,,False,False,,,,,,
309,2,myopic,0,3,a2j0,False,False,a0j0,a0j0,a2j0,a2j0,a2j0,a2j0
309,2,myopic,2,2,a1j0,False,False,a0j0,a0j0,a1j0,a1j0,a1j0,a1j0
309,2,myopic,4,0,,False,False,,,,,,
309,2,myopic,5,0,,False,False,,,,,,
309,2,myopic,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
309,2,myopic,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
309,2,myopic,10,0,,False,False,,,,,,
309,2,myopic,11,0,,False,False,,,,,,
309,2,greedy,0,3,a2j0,False,False,a0j0,a0j0,a2j0,a2j0,a2j0,a2j0
309,2,greedy,2,2,a1j0,False,False,a0j0,a0j0,a1j0,a1j0,a1j0,a1j0
309,2,greedy,4,0,,False,False,,,,,,
309,2,greedy,5,0,,False,False,,,,,,
309,2,greedy,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
309,2,greedy,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
309,2,greedy,10,0,,False,False,,,,,,
309,2,greedy,11,0,,False,False,,,,,,
309,2,edf,0,3,a2j0,False,False,a0j0,a0j0,a2j0,a2j0,a2j0,a2j0
309,2,edf,2,2,a1j0,False,False,a0j0,a0j0,a1j0,a1j0,a1j0,a1j0
309,2,edf,4,0,,False,False,,,,,,
309,2,edf,5,0,,False,False,,,,,,
309,2,edf,6,3,a2j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
309,2,edf,8,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
309,2,edf,10,0,,False,False,,,,,,
309,2,edf,11,0,,False,False,,,,,,
309,2,delay,0,3,a2j0,False,False,a0j0,a0j0,a2j0,a2j0,a2j0,a2j0
