id,replicate,method,budget,error_weight,failed_calls,tasks,project_correct,correct,incorrect,unfinished,loss,questions,distinct_questions,repeated_questions,incorrect_scope_transfers,unresolved_responses,scope_questions,initial_predicted_loss,final_predicted_loss,predicted_benefit,realized_benefit,planning_nodes,planning_caps
MUL2427.json,1,generic2,unlimited,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,no_scope,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2427.json,1,no_scope,1,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,no_scope,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2427.json,1,no_scope,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.2580645161290325,1.7419354838709675,2.0,51,0
MUL2427.json,1,no_scope,6,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,no_scope,unlimited,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,request_specific,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2427.json,1,request_specific,1,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,request_specific,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2427.json,1,request_specific,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.2580645161290325,1.7419354838709675,2.0,51,0
MUL2427.json,1,request_specific,6,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,request_specific,unlimited,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,ideal_depth2,0,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2427.json,1,ideal_depth2,1,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2427.json,1,ideal_depth2,2,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2427.json,1,ideal_depth2,4,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2427.json,1,ideal_depth2,6,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2427.json,1,ideal_depth2,unlimited,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2427.json,1,semantic_memory,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2427.json,1,semantic_memory,1,8.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2427.json,1,semantic_memory,2,8.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.516129032258065,0.48387096774193505,1.0,0,0
MUL2427.json,1,semantic_memory,4,8.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.516129032258065,1.483870967741935,2.0,0,0
MUL2427.json,1,semantic_memory,6,8.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.516129032258065,1.483870967741935,2.0,0,0
MUL2427.json,1,semantic_memory,unlimited,8.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.516129032258065,1.483870967741935,2.0,0,0
MUL2427.json,1,full_history,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2427.json,1,full_history,1,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2427.json,1,full_history,2,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2427.json,1,full_history,4,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2427.json,1,full_history,6,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2427.json,1,full_history,unlimited,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2427.json,1,one_step,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2427.json,1,one_step,1,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,one_step,2,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,one_step,4,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,one_step,6,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,one_step,unlimited,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,completion,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2427.json,1,completion,1,8.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2427.json,1,completion,2,8.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,0,0
MUL2427.json,1,completion,4,8.0,0,2,0,1,0,1,1.0,4,4,0,0,0,0,2.0,1.0,1.0,1.0,0,0
MUL2427.json,1,completion,6,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL2427.json,1,completion,unlimited,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL2427.json,1,depth2,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2427.json,1,depth2,1,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,depth2,2,8.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2427.json,1,depth2,4,8.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.516129032258065,1.483870967741935,2.0,51,0
MUL2427.json,1,depth2,6,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,depth2,unlimited,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,depth3,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2427.json,1,depth3,1,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,depth3,2,8.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2427.json,1,depth3,4,8.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.516129032258065,1.483870967741935,2.0,74,0
MUL2427.json,1,depth3,6,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,80,0
MUL2427.json,1,depth3,unlimited,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,80,0
MUL2427.json,1,generic2,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2427.json,1,generic2,1,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,generic2,2,8.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2427.json,1,generic2,4,8.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.516129032258065,1.483870967741935,2.0,51,0
MUL2427.json,1,generic2,6,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,generic2,unlimited,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,no_scope,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2427.json,1,no_scope,1,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,no_scope,2,8.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2427.json,1,no_scope,4,8.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.516129032258065,1.483870967741935,2.0,51,0
MUL2427.json,1,no_scope,6,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,no_scope,unlimited,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,request_specific,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2427.json,1,request_specific,1,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2427.json,1,request_specific,2,8.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2427.json,1,request_specific,4,8.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.516129032258065,1.483870967741935,2.0,51,0
MUL2427.json,1,request_specific,6,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,request_specific,unlimited,8.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2427.json,1,ideal_depth2,0,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2427.json,1,ideal_depth2,1,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2427.json,1,ideal_depth2,2,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2427.json,1,ideal_depth2,4,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2427.json,1,ideal_depth2,6,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2427.json,1,ideal_depth2,unlimited,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2432.json,0,semantic_memory,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2432.json,0,semantic_memory,1,2.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2432.json,0,semantic_memory,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.1290322580645162,0.8709677419354838,1.0,0,0
MUL2432.json,0,semantic_memory,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.12903225806451624,1.8709677419354838,2.0,0,0
MUL2432.json,0,semantic_memory,6,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.12903225806451624,1.8709677419354838,2.0,0,0
MUL2432.json,0,semantic_memory,unlimited,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.12903225806451624,1.8709677419354838,2.0,0,0
MUL2432.json,0,full_history,0,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.8992593165937854,0.8992593165937854,0.0,0,0,0
MUL2432.json,0,full_history,1,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.8992593165937854,0.8992593165937854,0.0,0,0,0
MUL2432.json,0,full_history,2,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.8992593165937854,0.8992593165937854,0.0,0,0,0
MUL2432.json,0,full_history,4,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.8992593165937854,0.8992593165937854,0.0,0,0,0
MUL2432.json,0,full_history,6,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.8992593165937854,0.8992593165937854,0.0,0,0,0
MUL2432.json,0,full_history,unlimited,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.8992593165937854,0.8992593165937854,0.0,0,0,0
MUL2432.json,0,one_step,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,one_step,1,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,one_step,2,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,one_step,4,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,one_step,6,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,one_step,unlimited,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,completion,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2432.json,0,completion,1,2.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2432.json,0,completion,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,0,0
MUL2432.json,0,completion,4,2.0,0,2,0,1,0,1,1.0,4,4,0,0,0,0,2.0,1.0,1.0,1.0,0,0
MUL2432.json,0,completion,6,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL2432.json,0,completion,unlimited,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL2432.json,0,depth2,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,depth2,1,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,depth2,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2432.json,0,depth2,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.12903225806451624,1.8709677419354838,2.0,51,0
MUL2432.json,0,depth2,6,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,depth2,unlimited,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,depth3,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,depth3,1,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,depth3,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2432.json,0,depth3,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.12903225806451624,1.8709677419354838,2.0,74,0
MUL2432.json,0,depth3,6,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,78,0
MUL2432.json,0,depth3,unlimited,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,78,0
MUL2432.json,0,generic2,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,generic2,1,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,generic2,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2432.json,0,generic2,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.12903225806451624,1.8709677419354838,2.0,51,0
MUL2432.json,0,generic2,6,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,generic2,unlimited,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,no_scope,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,no_scope,1,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,no_scope,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2432.json,0,no_scope,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.12903225806451624,1.8709677419354838,2.0,51,0
MUL2432.json,0,no_scope,6,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,no_scope,unlimited,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,request_specific,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,request_specific,1,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,request_specific,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2432.json,0,request_specific,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.12903225806451624,1.8709677419354838,2.0,51,0
MUL2432.json,0,request_specific,6,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,request_specific,unlimited,2.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,ideal_depth2,0,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2432.json,0,ideal_depth2,1,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2432.json,0,ideal_depth2,2,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2432.json,0,ideal_depth2,4,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2432.json,0,ideal_depth2,6,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2432.json,0,ideal_depth2,unlimited,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2432.json,0,semantic_memory,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2432.json,0,semantic_memory,1,4.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2432.json,0,semantic_memory,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.2580645161290325,0.7419354838709675,1.0,0,0
MUL2432.json,0,semantic_memory,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.2580645161290325,1.7419354838709675,2.0,0,0
MUL2432.json,0,semantic_memory,6,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.2580645161290325,1.7419354838709675,2.0,0,0
MUL2432.json,0,semantic_memory,unlimited,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.2580645161290325,1.7419354838709675,2.0,0,0
MUL2432.json,0,full_history,0,4.0,0,2,0,1,0,1,1.0,0,0,0,0,0,0,1.7871128515485935,1.7871128515485935,0.0,0.0,0,0
MUL2432.json,0,full_history,1,4.0,0,2,0,1,0,1,1.0,0,0,0,0,0,0,1.7871128515485935,1.7871128515485935,0.0,0.0,0,0
MUL2432.json,0,full_history,2,4.0,0,2,0,1,0,1,1.0,0,0,0,0,0,0,1.7871128515485935,1.7871128515485935,0.0,0.0,0,0
MUL2432.json,0,full_history,4,4.0,0,2,0,1,0,1,1.0,0,0,0,0,0,0,1.7871128515485935,1.7871128515485935,0.0,0.0,0,0
MUL2432.json,0,full_history,6,4.0,0,2,0,1,0,1,1.0,0,0,0,0,0,0,1.7871128515485935,1.7871128515485935,0.0,0.0,0,0
MUL2432.json,0,full_history,unlimited,4.0,0,2,0,1,0,1,1.0,0,0,0,0,0,0,1.7871128515485935,1.7871128515485935,0.0,0.0,0,0
MUL2432.json,0,one_step,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,one_step,1,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,one_step,2,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,one_step,4,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,one_step,6,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,one_step,unlimited,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,completion,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2432.json,0,completion,1,4.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL2432.json,0,completion,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,0,0
MUL2432.json,0,completion,4,4.0,0,2,0,1,0,1,1.0,4,4,0,0,0,0,2.0,1.0,1.0,1.0,0,0
MUL2432.json,0,completion,6,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL2432.json,0,completion,unlimited,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL2432.json,0,depth2,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,depth2,1,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,depth2,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2432.json,0,depth2,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.2580645161290325,1.7419354838709675,2.0,51,0
MUL2432.json,0,depth2,6,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,depth2,unlimited,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,depth3,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,depth3,1,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,depth3,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2432.json,0,depth3,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.2580645161290325,1.7419354838709675,2.0,74,0
MUL2432.json,0,depth3,6,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,78,0
MUL2432.json,0,depth3,unlimited,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,78,0
MUL2432.json,0,generic2,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,generic2,1,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,generic2,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2432.json,0,generic2,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.2580645161290325,1.7419354838709675,2.0,51,0
MUL2432.json,0,generic2,6,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,generic2,unlimited,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,no_scope,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,no_scope,1,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,no_scope,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2432.json,0,no_scope,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.2580645161290325,1.7419354838709675,2.0,51,0
MUL2432.json,0,no_scope,6,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,no_scope,unlimited,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,request_specific,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL2432.json,0,request_specific,1,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,0
MUL2432.json,0,request_specific,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,28,0
MUL2432.json,0,request_specific,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.2580645161290325,1.7419354838709675,2.0,51,0
MUL2432.json,0,request_specific,6,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,request_specific,unlimited,4.0,0,2,1,2,0,0,0,5,5,0,0,0,0,2.0,0.0,2.0,2.0,55,0
MUL2432.json,0,ideal_depth2,0,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2432.json,0,ideal_depth2,1,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2432.json,0,ideal_depth2,2,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL2432.json,0,ideal_depth2,4,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
